表名,起始日期,结束日期,覆盖天数,目标天数,达标率(%),是否达标,总行数
SANTOSUSDT_15m,2024-10-28,2025-08-15,292,365,80.0,❌,28372
SCRTUSDT_15m,2024-11-21,2025-08-15,268,365,73.4,❌,26078
SCRUSDT_15m,2024-10-22,2025-08-15,298,365,81.6,❌,28964
SANDUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,18440
SAHARAUSDT_1h,2025-06-26,2025-08-15,51,365,14.0,❌,1511
SANTOSUSDT_30m,2024-10-28,2025-08-15,292,365,80.0,❌,15296
SCRTUSDT_30m,2024-11-21,2025-08-15,268,365,73.4,❌,13140
SCRUSDT_30m,2024-10-22,2025-08-15,298,365,81.6,❌,14583
SANDUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9474
SEIUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,110494
SAHARAUSDT_2h,2025-06-26,2025-08-15,51,365,14.0,❌,656
SANTOSUSDT_1h,2024-10-28,2025-08-15,292,365,80.0,❌,7293
SCRTUSDT_1h,2024-11-21,2025-08-15,268,365,73.4,❌,6720
SCRUSDT_1h,2024-10-22,2025-08-15,298,365,81.6,❌,7441
SANDUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SEIUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36701
SAHARAUSDT_4h,2025-06-26,2025-08-15,51,365,14.0,❌,603
SANTOSUSDT_2h,2024-10-28,2025-08-15,292,365,80.0,❌,3547
SCRTUSDT_2h,2024-11-21,2025-08-15,268,365,73.4,❌,3261
SCRUSDT_2h,2024-10-22,2025-08-15,298,365,81.6,❌,3621
SANDUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SEIUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,21464
SAHARAUSDT_1d,2025-06-26,2025-08-15,51,365,14.0,❌,104
SANTOSUSDT_4h,2024-10-28,2025-08-15,292,365,80.0,❌,3140
SCRTUSDT_4h,2024-11-21,2025-08-15,268,365,73.4,❌,1906
SCRUSDT_4h,2024-10-22,2025-08-15,298,365,81.6,❌,3177
SANDUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SEIUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,10078
SANTOSUSDT_1d,2024-10-28,2025-08-15,292,365,80.0,❌,657
SCRTUSDT_1d,2024-11-21,2025-08-15,268,365,73.4,❌,332
SCRUSDT_1d,2024-10-22,2025-08-15,298,365,81.6,❌,598
SFPUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,106626
SEIUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SHELLUSDT_5m,2025-02-17,2025-08-15,180,365,49.3,❌,52819
SFPUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36477
SEIUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3583
SIGNUSDT_5m,2025-04-28,2025-08-15,110,365,30.1,❌,32734
SIRENUSDT_5m,2025-03-22,2025-08-15,147,365,40.3,❌,43414
SKATEUSDT_5m,2025-06-09,2025-08-15,68,365,18.6,❌,20644
SHELLUSDT_15m,2025-02-17,2025-08-15,180,365,49.3,❌,17607
SFPUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,18649
SEIUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SIGNUSDT_15m,2025-04-28,2025-08-15,110,365,30.1,❌,10912
SIRENUSDT_15m,2025-03-22,2025-08-15,147,365,40.3,❌,14472
SKATEUSDT_15m,2025-06-09,2025-08-15,68,365,18.6,❌,6882
SHELLUSDT_30m,2025-02-17,2025-08-15,180,365,49.3,❌,8905
SFPUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9672
SIGNUSDT_30m,2025-04-28,2025-08-15,110,365,30.1,❌,5557
SIRENUSDT_30m,2025-03-22,2025-08-15,147,365,40.3,❌,7337
SKATEUSDT_30m,2025-06-09,2025-08-15,68,365,18.6,❌,3542
SHELLUSDT_1h,2025-02-17,2025-08-15,180,365,49.3,❌,4602
SKLUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,107844
SFPUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SIGNUSDT_1h,2025-04-28,2025-08-15,110,365,30.1,❌,2928
SIRENUSDT_1h,2025-03-22,2025-08-15,147,365,40.3,❌,3818
SKATEUSDT_1h,2025-06-09,2025-08-15,68,365,18.6,❌,1921
SHELLUSDT_2h,2025-02-17,2025-08-15,180,365,49.3,❌,2202
SKLUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36677
SFPUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SIGNUSDT_2h,2025-04-28,2025-08-15,110,365,30.1,❌,1365
SIRENUSDT_2h,2025-03-22,2025-08-15,147,365,40.3,❌,1810
SKATEUSDT_2h,2025-06-09,2025-08-15,68,365,18.6,❌,861
SHELLUSDT_4h,2025-02-17,2025-08-15,180,365,49.3,❌,1376
SKLUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,19043
SFPUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SIGNUSDT_4h,2025-04-28,2025-08-15,110,365,30.1,❌,958
SIRENUSDT_4h,2025-03-22,2025-08-15,147,365,40.3,❌,1180
SKATEUSDT_4h,2025-06-09,2025-08-15,68,365,18.6,❌,706
SHELLUSDT_1d,2025-02-17,2025-08-15,180,365,49.3,❌,366
SKLUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9670
SIGNUSDT_1d,2025-04-28,2025-08-15,110,365,30.1,❌,222
SIRENUSDT_1d,2025-03-22,2025-08-15,147,365,40.3,❌,151
SKATEUSDT_1d,2025-06-09,2025-08-15,68,365,18.6,❌,138
SKYAIUSDT_5m,2025-05-13,2025-08-15,95,365,26.0,❌,28429
SKLUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SLERFUSDT_5m,2024-11-21,2025-08-15,268,365,73.4,❌,79500
SKYAIUSDT_15m,2025-05-13,2025-08-15,95,365,26.0,❌,9477
SKLUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SLPUSDT_5m,2025-07-23,2025-08-15,24,365,6.6,❌,10174
SNXUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,109044
SOLUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,106428
SLERFUSDT_15m,2024-11-21,2025-08-15,268,365,73.4,❌,26897
SKYAIUSDT_30m,2025-05-13,2025-08-15,95,365,26.0,❌,4840
SKLUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SLPUSDT_15m,2025-07-23,2025-08-15,24,365,6.6,❌,3454
SNXUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36684
SOLUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35878
SLERFUSDT_30m,2024-11-21,2025-08-15,268,365,73.4,❌,13746
SKYAIUSDT_1h,2025-05-13,2025-08-15,95,365,26.0,❌,2570
SLPUSDT_30m,2025-07-23,2025-08-15,24,365,6.6,❌,2228
SNXUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,18440
SOLUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,18440
SOLVUSDT_5m,2025-01-17,2025-08-15,211,365,57.8,❌,61808
SLERFUSDT_1h,2024-11-21,2025-08-15,268,365,73.4,❌,7928
SKYAIUSDT_2h,2025-05-13,2025-08-15,95,365,26.0,❌,1186
SLPUSDT_1h,2025-07-23,2025-08-15,24,365,6.6,❌,1466
SNXUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9470
SOLUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9470
SOLVUSDT_15m,2025-01-17,2025-08-15,211,365,57.8,❌,20604
SLERFUSDT_2h,2024-11-21,2025-08-15,268,365,73.4,❌,3261
SKYAIUSDT_4h,2025-05-13,2025-08-15,95,365,26.0,❌,868
SLPUSDT_2h,2025-07-23,2025-08-15,24,365,6.6,❌,333
SNXUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SOLUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SOLVUSDT_30m,2025-01-17,2025-08-15,211,365,57.8,❌,10403
SLERFUSDT_4h,2024-11-21,2025-08-15,268,365,73.4,❌,2995
SKYAIUSDT_1d,2025-05-13,2025-08-15,95,365,26.0,❌,191
SLPUSDT_4h,2025-07-23,2025-08-15,24,365,6.6,❌,1533
SNXUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SOLUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,2493
SOLVUSDT_1h,2025-01-17,2025-08-15,211,365,57.8,❌,5351
SLERFUSDT_1d,2024-11-21,2025-08-15,268,365,73.4,❌,633
SLPUSDT_1d,2025-07-23,2025-08-15,24,365,6.6,❌,389
SNXUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SOLUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SONICUSDT_5m,2025-01-08,2025-08-15,220,365,60.3,❌,64463
SOLVUSDT_2h,2025-01-17,2025-08-15,211,365,57.8,❌,2576
SOONUSDT_5m,2025-05-23,2025-08-15,85,365,23.3,❌,25565
SONICUSDT_15m,2025-01-08,2025-08-15,220,365,60.3,❌,21489
SOLVUSDT_4h,2025-01-17,2025-08-15,211,365,57.8,❌,2534
SOPHUSDT_5m,2025-05-28,2025-08-15,80,365,21.9,❌,24071
SPELLUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,106628
SPKUSDT_5m,2025-06-17,2025-08-15,60,365,16.4,❌,18359
SOONUSDT_15m,2025-05-23,2025-08-15,85,365,23.3,❌,8523
SONICUSDT_30m,2025-01-08,2025-08-15,220,365,60.3,❌,10845
SOLVUSDT_1d,2025-01-17,2025-08-15,211,365,57.8,❌,424
SOPHUSDT_15m,2025-05-28,2025-08-15,80,365,21.9,❌,8025
SPELLUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,39296
SPKUSDT_15m,2025-06-17,2025-08-15,60,365,16.4,❌,6121
SOONUSDT_30m,2025-05-23,2025-08-15,85,365,23.3,❌,4362
SONICUSDT_1h,2025-01-08,2025-08-15,220,365,60.3,❌,5572
SOPHUSDT_30m,2025-05-28,2025-08-15,80,365,21.9,❌,4113
SPELLUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,19640
SPKUSDT_30m,2025-06-17,2025-08-15,60,365,16.4,❌,3161
SOONUSDT_1h,2025-05-23,2025-08-15,85,365,23.3,❌,2331
SPXUSDT_5m,2024-12-10,2025-08-15,249,365,68.2,❌,72746
SONICUSDT_2h,2025-01-08,2025-08-15,220,365,60.3,❌,2687
SOPHUSDT_1h,2025-05-28,2025-08-15,80,365,21.9,❌,2206
SPELLUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9472
SPKUSDT_1h,2025-06-17,2025-08-15,60,365,16.4,❌,1730
SOONUSDT_2h,2025-05-23,2025-08-15,85,365,23.3,❌,1066
SONICUSDT_4h,2025-01-08,2025-08-15,220,365,60.3,❌,2649
SPXUSDT_15m,2024-12-10,2025-08-15,249,365,68.2,❌,24250
SOPHUSDT_2h,2025-05-28,2025-08-15,80,365,21.9,❌,1004
SPELLUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SPKUSDT_2h,2025-06-17,2025-08-15,60,365,16.4,❌,766
SOONUSDT_4h,2025-05-23,2025-08-15,85,365,23.3,❌,808
SONICUSDT_1d,2025-01-08,2025-08-15,220,365,60.3,❌,443
SPXUSDT_30m,2024-12-10,2025-08-15,249,365,68.2,❌,12226
SOPHUSDT_4h,2025-05-28,2025-08-15,80,365,21.9,❌,777
SPELLUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SPKUSDT_4h,2025-06-17,2025-08-15,60,365,16.4,❌,658
SOONUSDT_1d,2025-05-23,2025-08-15,85,365,23.3,❌,172
SPXUSDT_1h,2024-12-10,2025-08-15,249,365,68.2,❌,6263
SOPHUSDT_1d,2025-05-28,2025-08-15,80,365,21.9,❌,162
SPELLUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SQDUSDT_5m,2025-06-11,2025-08-15,66,365,18.1,❌,20043
SPKUSDT_1d,2025-06-17,2025-08-15,60,365,16.4,❌,122
SPXUSDT_2h,2024-12-10,2025-08-15,249,365,68.2,❌,3032
SSVUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,107497
SQDUSDT_15m,2025-06-11,2025-08-15,66,365,18.1,❌,6682
SPXUSDT_4h,2024-12-10,2025-08-15,249,365,68.2,❌,2903
STEEMUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,106429
STGUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,107063
STORJUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,109914
SSVUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35878
SQDUSDT_30m,2025-06-11,2025-08-15,66,365,18.1,❌,3442
SPXUSDT_1d,2024-12-10,2025-08-15,249,365,68.2,❌,540
STEEMUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35478
STGUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36696
STORJUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36296
SSVUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,20240
SQDUSDT_1h,2025-06-11,2025-08-15,66,365,18.1,❌,1871
STEEMUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17840
STGUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,20461
STORJUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,18246
SSVUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9870
SQDUSDT_2h,2025-06-11,2025-08-15,66,365,18.1,❌,836
STOUSDT_5m,2025-04-12,2025-08-15,126,365,34.5,❌,37299
STEEMUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9070
STGUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9470
STORJUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,10470
SSVUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SQDUSDT_4h,2025-06-11,2025-08-15,66,365,18.1,❌,693
STOUSDT_15m,2025-04-12,2025-08-15,126,365,34.5,❌,12434
STEEMUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
STGUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
STORJUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SSVUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SQDUSDT_1d,2025-06-11,2025-08-15,66,365,18.1,❌,70
STOUSDT_30m,2025-04-12,2025-08-15,126,365,34.5,❌,6318
STEEMUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3510
STGUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3582
STORJUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3583
STOUSDT_1h,2025-04-12,2025-08-15,126,365,34.5,❌,3309
STEEMUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,641
STGUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
STRKUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,107229
STORJUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
STOUSDT_2h,2025-04-12,2025-08-15,126,365,34.5,❌,1555
STRKUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36478
STXUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,107229
STOUSDT_4h,2025-04-12,2025-08-15,126,365,34.5,❌,1053
SSVUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SUIUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,106846
SUNUSDT_5m,2024-08-22,2025-08-15,359,365,98.4,✅,105024
STRKUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,18840
STXUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36084
STOUSDT_1d,2025-04-12,2025-08-15,126,365,34.5,❌,263
SUIUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36278
SUNUSDT_15m,2024-08-22,2025-08-15,359,365,98.4,✅,35409
STRKUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,10074
SUPERUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,107047
STXUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,19840
SUIUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17840
SUNUSDT_30m,2024-08-22,2025-08-15,359,365,98.4,✅,18514
STRKUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SUSDT_5m,2025-01-16,2025-08-15,212,365,58.1,❌,62125
SUPERUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,35890
STXUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9872
SUIUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9270
SUNUSDT_1h,2024-08-22,2025-08-15,359,365,98.4,✅,9102
STRKUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SUSDT_15m,2025-01-16,2025-08-15,212,365,58.1,❌,20709
SUPERUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,18246
STXUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SUIUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
SUNUSDT_2h,2024-08-22,2025-08-15,359,365,98.4,✅,4352
STRKUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SUSDT_30m,2025-01-16,2025-08-15,212,365,58.1,❌,10455
SUPERUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,10278
STXUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SUIUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3583
SUNUSDT_4h,2024-08-22,2025-08-15,359,365,98.4,✅,3542
SUSDT_1h,2025-01-16,2025-08-15,212,365,58.1,❌,5377
SUPERUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4436
STXUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SUIUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SUSHIUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,108030
SUNUSDT_1d,2024-08-22,2025-08-15,359,365,98.4,✅,724
SUSDT_2h,2025-01-16,2025-08-15,212,365,58.1,❌,2589
SUPERUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SUSHIUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,37314
SWARMSUSDT_5m,2025-01-07,2025-08-15,221,365,60.5,❌,64690
SUSDT_4h,2025-01-16,2025-08-15,212,365,58.1,❌,2547
SUPERUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SWELLUSDT_5m,2024-11-08,2025-08-15,281,365,77.0,❌,81925
SXPUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,106630
SUSHIUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,18646
SWARMSUSDT_15m,2025-01-07,2025-08-15,221,365,60.5,❌,21564
SUSDT_1d,2025-01-16,2025-08-15,212,365,58.1,❌,426
SWELLUSDT_15m,2024-11-08,2025-08-15,281,365,77.0,❌,27309
SXPUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36496
SUSHIUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,10076
SXTUSDT_5m,2025-05-02,2025-08-15,106,365,29.0,❌,31616
SWARMSUSDT_30m,2025-01-07,2025-08-15,221,365,60.5,❌,10884
SWELLUSDT_30m,2024-11-08,2025-08-15,281,365,77.0,❌,13756
SXPUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,18447
SUSHIUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4437
SYNUSDT_5m,2024-08-16,2025-08-15,365,365,100.0,✅,110194
SXTUSDT_15m,2025-05-02,2025-08-15,106,365,29.0,❌,10540
SWARMSUSDT_1h,2025-01-07,2025-08-15,221,365,60.5,❌,5592
SWELLUSDT_1h,2024-11-08,2025-08-15,281,365,77.0,❌,7028
SXPUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,9873
SUSHIUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SYNUSDT_15m,2024-08-16,2025-08-15,365,365,100.0,✅,35388
SXTUSDT_30m,2025-05-02,2025-08-15,106,365,29.0,❌,5371
SWARMSUSDT_2h,2025-01-07,2025-08-15,221,365,60.5,❌,2697
SWELLUSDT_2h,2024-11-08,2025-08-15,281,365,77.0,❌,3415
SXPUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4437
SUSHIUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SYNUSDT_30m,2024-08-16,2025-08-15,365,365,100.0,✅,19595
SXTUSDT_1h,2025-05-02,2025-08-15,106,365,29.0,❌,2836
SWARMSUSDT_4h,2025-01-07,2025-08-15,221,365,60.5,❌,1623
SWELLUSDT_4h,2024-11-08,2025-08-15,281,365,77.0,❌,3072
SXPUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3584
SYNUSDT_1h,2024-08-16,2025-08-15,365,365,100.0,✅,9248
SXTUSDT_2h,2025-05-02,2025-08-15,106,365,29.0,❌,1319
SWARMSUSDT_1d,2025-01-07,2025-08-15,221,365,60.5,❌,449
SWELLUSDT_1d,2024-11-08,2025-08-15,281,365,77.0,❌,565
SYRUPUSDT_5m,2025-05-07,2025-08-15,101,365,27.7,❌,30176
SXPUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
SYNUSDT_2h,2024-08-16,2025-08-15,365,365,100.0,✅,4425
SXTUSDT_4h,2025-05-02,2025-08-15,106,365,29.0,❌,934
SYRUPUSDT_15m,2025-05-07,2025-08-15,101,365,27.7,❌,10060
SYNUSDT_4h,2024-08-16,2025-08-15,365,365,100.0,✅,3577
SYSUSDT_5m,2024-08-19,2025-08-15,362,365,99.2,✅,105896
TACUSDT_5m,2025-07-15,2025-08-15,32,365,8.8,❌,10280
TAGUSDT_5m,2025-07-25,2025-08-15,22,365,6.0,❌,7391
SXTUSDT_1d,2025-05-02,2025-08-15,106,365,29.0,❌,208
SYRUPUSDT_30m,2025-05-07,2025-08-15,101,365,27.7,❌,5131
SYNUSDT_1d,2024-08-16,2025-08-15,365,365,100.0,✅,730
SYSUSDT_15m,2024-08-19,2025-08-15,362,365,99.2,✅,36730
TACUSDT_15m,2025-07-15,2025-08-15,32,365,8.8,❌,3428
TAGUSDT_15m,2025-07-25,2025-08-15,22,365,6.0,❌,2465
SYRUPUSDT_1h,2025-05-07,2025-08-15,101,365,27.7,❌,2716
SYSUSDT_30m,2024-08-19,2025-08-15,362,365,99.2,✅,18254
TACUSDT_30m,2025-07-15,2025-08-15,32,365,8.8,❌,1815
TAIKOUSDT_5m,2025-06-11,2025-08-15,66,365,18.1,❌,20248
TAGUSDT_30m,2025-07-25,2025-08-15,22,365,6.0,❌,1334
SYRUPUSDT_2h,2025-05-07,2025-08-15,101,365,27.7,❌,1259
TANSSIUSDT_5m,2025-07-09,2025-08-15,38,365,10.4,❌,11996
SYSUSDT_1h,2024-08-19,2025-08-15,362,365,99.2,✅,9376
TACUSDT_1h,2025-07-15,2025-08-15,32,365,8.8,❌,1058
TAGUSDT_1h,2025-07-25,2025-08-15,22,365,6.0,❌,817
TAIKOUSDT_15m,2025-06-11,2025-08-15,66,365,18.1,❌,7090
SYRUPUSDT_4h,2025-05-07,2025-08-15,101,365,27.7,❌,904
TANSSIUSDT_15m,2025-07-09,2025-08-15,38,365,10.4,❌,4000
SYSUSDT_2h,2024-08-19,2025-08-15,362,365,99.2,✅,4389
TACUSDT_2h,2025-07-15,2025-08-15,32,365,8.8,❌,430
TAGUSDT_2h,2025-07-25,2025-08-15,22,365,6.0,❌,310
TAIKOUSDT_30m,2025-06-11,2025-08-15,66,365,18.1,❌,7064
SYRUPUSDT_1d,2025-05-07,2025-08-15,101,365,27.7,❌,205
TANSSIUSDT_30m,2025-07-09,2025-08-15,38,365,10.4,❌,2101
SYSUSDT_4h,2024-08-19,2025-08-15,362,365,99.2,✅,3560
TACUSDT_4h,2025-07-15,2025-08-15,32,365,8.8,❌,388
TAGUSDT_4h,2025-07-25,2025-08-15,22,365,6.0,❌,430
TAIKOUSDT_1h,2025-06-11,2025-08-15,66,365,18.1,❌,1872
TANSSIUSDT_1h,2025-07-09,2025-08-15,38,365,10.4,❌,1201
SYSUSDT_1d,2024-08-19,2025-08-15,362,365,99.2,✅,727
TACUSDT_1d,2025-07-15,2025-08-15,32,365,8.8,❌,66
TAGUSDT_1d,2025-07-25,2025-08-15,22,365,6.0,❌,89
TAOUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,106631
TAIKOUSDT_2h,2025-06-11,2025-08-15,66,365,18.1,❌,837
TANSSIUSDT_2h,2025-07-09,2025-08-15,38,365,10.4,❌,502
TAOUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36279
TAIKOUSDT_4h,2025-06-11,2025-08-15,66,365,18.1,❌,1783
TANSSIUSDT_4h,2025-07-09,2025-08-15,38,365,10.4,❌,460
TAUSDT_5m,2025-07-21,2025-08-15,26,365,7.1,❌,8588
THETAUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,134489
THEUSDT_5m,2024-11-27,2025-08-15,262,365,71.8,❌,76500
TAOUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,17841
TAIKOUSDT_1d,2025-06-11,2025-08-15,66,365,18.1,❌,431
TANSSIUSDT_1d,2025-07-09,2025-08-15,38,365,10.4,❌,78
TAUSDT_15m,2025-07-21,2025-08-15,26,365,7.1,❌,2864
THETAUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,43906
THEUSDT_15m,2024-11-27,2025-08-15,262,365,71.8,❌,25501
TAOUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,10479
TAUSDT_30m,2025-07-21,2025-08-15,26,365,7.1,❌,1533
THETAUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,21510
THEUSDT_30m,2024-11-27,2025-08-15,262,365,71.8,❌,12852
TIAUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,109612
TAOUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4437
TLMUSDT_5m,2024-08-15,2025-08-15,366,365,100.3,✅,107650
TAUSDT_1h,2025-07-21,2025-08-15,26,365,7.1,❌,917
THETAUSDT_1h,2024-08-15,2025-08-15,366,365,100.3,✅,11146
THEUSDT_1h,2024-11-27,2025-08-15,262,365,71.8,❌,6576
TIAUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,37527
TAOUSDT_4h,2024-08-15,2025-08-15,366,365,100.3,✅,3582
TLMUSDT_15m,2024-08-15,2025-08-15,366,365,100.3,✅,36885
TAUSDT_2h,2025-07-21,2025-08-15,26,365,7.1,❌,360
THETAUSDT_2h,2024-08-15,2025-08-15,366,365,100.3,✅,4437
THEUSDT_2h,2024-11-27,2025-08-15,262,365,71.8,❌,3189
TIAUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,20662
TAOUSDT_1d,2024-08-15,2025-08-15,366,365,100.3,✅,731
TLMUSDT_30m,2024-08-15,2025-08-15,366,365,100.3,✅,18441
